id, date, sales, stock
6, 2023-04-07, 174, 3510
6, 2023-04-08, 1438, 4894
6, 2023-04-09, 574, 6098
6, 2023-04-10, 691, 5497
6, 2023-04-11, 3541, 13485
6, 2023-04-12, 778, 4357
6, 2023-04-13, 4338, 13874
6, 2023-04-14, 1901, 9355
6, 2023-04-15, 4705, 13083
6, 2023-04-16, 3700, 9753
6, 2023-04-17, 2958, 3852
6, 2023-04-18, 4794, 6040
6, 2023-04-19, 4945, 7696
6, 2023-04-20, 3459, 6007
6, 2023-04-21, 3402, 11009
6, 2023-04-22, 313, 6194
6, 2023-04-23, 871, 3442
6, 2023-04-24, 1773, 11680
6, 2023-04-25, 4780, 7349
6, 2023-04-26, 2635, 8877
6, 2023-04-27, 2678, 9034
6, 2023-04-28, 4759, 14604
6, 2023-04-29, 1056, 1312
6, 2023-04-30, 3902, 6140
6, 2023-05-01, 762, 8926
6, 2023-05-02, 4752, 11441
6, 2023-05-03, 915, 8247
6, 2023-05-04, 769, 8376
6, 2023-05-05, 3512, 10889
6, 2023-05-06, 2553, 12132
6, 2023-05-07, 4941, 10212
7, 2023-05-08, 4809, 14628
7, 2023-05-09, 3114, 7871
7, 2023-05-10, 2537, 5536
7, 2023-05-11, 1424, 6004
7, 2023-05-12, 2717, 3256
7, 2023-05-13, 1283, 9525
7, 2023-05-14, 2098, 11558
7, 2023-05-15, 118, 7024
7, 2023-05-16, 2347, 9261
7, 2023-05-17, 49, 6941
7, 2023-05-18, 802, 9669
7, 2023-05-19, 137, 5537
7, 2023-05-20, 634, 4679
7, 2023-05-21, 3726, 13018
7, 2023-05-22, 1863, 4635
7, 2023-05-23, 442, 9982
7, 2023-05-24, 1897, 3344
7, 2023-05-25, 4277, 11342
7, 2023-05-26, 3897, 8548
7, 2023-05-27, 2908, 12102
7, 2023-05-28, 3720, 7732
7, 2023-05-29, 977, 3106
7, 2023-05-30, 2754, 6250
7, 2023-05-31, 304, 9579
7, 2023-06-01, 2831, 6733
7, 2023-06-02, 3804, 6950
7, 2023-06-03, 2628, 3792
7, 2023-06-04, 3671, 7440
7, 2023-06-05, 2367, 9496
7, 2023-06-06, 1412, 6590
7, 2023-06-07, 2897, 3846
7, 2023-06-08, 1375, 7996
7, 2023-06-09, 2429, 4011
7, 2023-06-10, 890, 6462
7, 2023-06-11, 1541, 9956
7, 2023-06-12, 2051, 7524
7, 2023-06-13, 2738, 4651
7, 2023-06-14, 4468, 8390
7, 2023-06-15, 1280, 4237
7, 2023-06-16, 494, 5681
7, 2023-06-17, 4151, 9920
7, 2023-06-18, 4133, 12368
8, 2023-06-19, 4, 1869
8, 2023-06-20, 1657, 2249
8, 2023-06-21, 1461, 2197
8, 2023-06-22, 3710, 8903
8, 2023-06-23, 4535, 5151
8, 2023-06-24, 1753, 10320
8, 2023-06-25, 2843, 7037
8, 2023-06-26, 693, 4347
8, 2023-06-27, 2444, 10744
8, 2023-06-28, 2039, 4127
8, 2023-06-29, 3209, 11414
8, 2023-06-30, 1404, 7419
8, 2023-07-01, 3776, 10255
8, 2023-07-02, 677, 1861
8, 2023-07-03, 4750, 5087
8, 2023-07-04, 3155, 13145
8, 2023-07-05, 3698, 3803
8, 2023-07-06, 2289, 8231
8, 2023-07-07, 3553, 4383
8, 2023-07-08, 547, 1003
8, 2023-07-09, 181, 1952
8, 2023-07-10, 1956, 5622
8, 2023-07-11, 316, 6897
8, 2023-07-12, 446, 6614
8, 2023-07-13, 428, 4541
8, 2023-07-14, 2273, 10762
8, 2023-07-15, 3551, 7692
8, 2023-07-16, 1260, 11043
8, 2023-07-17, 3921, 12995
8, 2023-07-18, 4645, 10241
8, 2023-07-19, 947, 7194
8, 2023-07-20, 2183, 6187
8, 2023-07-21, 4782, 5302
8, 2023-07-22, 2882, 5964
8, 2023-07-23, 746, 3817
8, 2023-07-24, 4322, 5244
8, 2023-07-25, 132, 6145
8, 2023-07-26, 2613, 3189
8, 2023-07-27, 4699, 8377
8, 2023-07-28, 798, 3299
8, 2023-07-29, 3294, 9681
8, 2023-07-30, 3463, 7603
9, 2023-07-31, 4590, 13088
9, 2023-08-01, 912, 8391
9, 2023-08-02, 2631, 11996
9, 2023-08-03, 4850, 12303
9, 2023-08-04, 549, 7494
9, 2023-08-05, 517, 8318
9, 2023-08-06, 453, 3526
9, 2023-08-07, 2712, 5168
9, 2023-08-08, 3035, 7312
9, 2023-08-09, 2890, 10360
9, 2023-08-10, 2046, 2730
9, 2023-08-11, 437, 1579
9, 2023-08-12, 980, 9399
9, 2023-08-13, 3000, 10211
9, 2023-08-14, 1593, 1828
9, 2023-08-15, 2727, 10114
9, 2023-08-16, 2570, 5912
9, 2023-08-17, 1004, 3522
9, 2023-08-18, 3374, 7007
9, 2023-08-19, 2869, 7327
9, 2023-08-20, 657, 5867
9, 2023-08-21, 4177, 8058
9, 2023-08-22, 4581, 12316
9, 2023-08-23, 190, 4069
9, 2023-08-24, 2469, 10091
9, 2023-08-25, 4521, 8727
9, 2023-08-26, 4300, 6848
9, 2023-08-27, 2031, 2332
9, 2023-08-28, 4211, 7862
9, 2023-08-29, 1370, 1759
9, 2023-08-30, 2078, 8321
9, 2023-08-31, 4684, 12758
9, 2023-09-01, 1924, 10898
9, 2023-09-02, 3776, 13363
9, 2023-09-03, 714, 9871
9, 2023-09-04, 3604, 4632
9, 2023-09-05, 1946, 11034
9, 2023-09-06, 2787, 5036
9, 2023-09-07, 928, 6793
9, 2023-09-08, 329, 4025
9, 2023-09-09, 455, 4620
9, 2023-09-10, 208, 3825
10, 2023-09-11, 4124, 7260
10, 2023-09-12, 1711, 2040
10, 2023-09-13, 4619, 11370
10, 2023-09-14, 1466, 8107
10, 2023-09-15, 2905, 7136
10, 2023-09-16, 601, 2288
10, 2023-09-17, 612, 1243
10, 2023-09-18, 3089, 5916
10, 2023-09-19, 322, 3085
10, 2023-09-20, 2038, 7767
10, 2023-09-21, 4739, 13478
10, 2023-09-22, 1043, 4574
10, 2023-09-23, 238, 9731
10, 2023-09-24, 3702, 3871
10, 2023-09-25, 876, 4549
10, 2023-09-26, 1184, 8929
10, 2023-09-27, 150, 7965
10, 2023-09-28, 1933, 5525
10, 2023-09-29, 4479, 8531
10, 2023-09-30, 4157, 5660
10, 2023-10-01, 1004, 8425
10, 2023-10-02, 3469, 12605
10, 2023-10-03, 945, 5130
10, 2023-10-04, 1504, 3979
10, 2023-10-05, 3148, 5359
10, 2023-10-06, 4455, 4625
10, 2023-10-07, 4934, 8318
10, 2023-10-08, 259, 3033
10, 2023-10-09, 4226, 12732
10, 2023-10-10, 2352, 10767
10, 2023-10-11, 4843, 13612
10, 2023-10-12, 25, 2160
10, 2023-10-13, 108, 7331
10, 2023-10-14, 1427, 10796
10, 2023-10-15, 1502, 3798
10, 2023-10-16, 3756, 6451
10, 2023-10-17, 1924, 7088
10, 2023-10-18, 3148, 6365
10, 2023-10-19, 1483, 7353
10, 2023-10-20, 4768, 5502
10, 2023-10-21, 2727, 10199
10, 2023-10-22, 4787, 12773
11, 2023-10-23, 3659, 5271
11, 2023-10-24, 3492, 11909
11, 2023-10-25, 4766, 8553
11, 2023-10-26, 3574, 8382
11, 2023-10-27, 2711, 5480
11, 2023-10-28, 357, 4440
11, 2023-10-29, 2713, 6383
11, 2023-10-30, 1107, 9458
11, 2023-10-31, 4439, 9439
11, 2023-11-01, 4094, 13788
11, 2023-11-02, 1530, 7602
11, 2023-11-03, 521, 532
11, 2023-11-04, 1675, 6198
11, 2023-11-05, 982, 9474
11, 2023-11-06, 3028, 11070
11, 2023-11-07, 1378, 3252
11, 2023-11-08, 3117, 4005
11, 2023-11-09, 2440, 8060
11, 2023-11-10, 1438, 4805
11, 2023-11-11, 645, 7350
11, 2023-11-12, 605, 7084
11, 2023-11-13, 2155, 10765
11, 2023-11-14, 268, 3384
11, 2023-11-15, 301, 4036
11, 2023-11-16, 2476, 5955
11, 2023-11-17, 1611, 3046
11, 2023-11-18, 4331, 12823
11, 2023-11-19, 1695, 3724
11, 2023-11-20, 789, 8850
11, 2023-11-21, 1699, 4286
11, 2023-11-22, 1692, 1733
11, 2023-11-23, 3923, 7199
11, 2023-11-24, 4673, 4846
11, 2023-11-25, 297, 6544
11, 2023-11-26, 1315, 3106
11, 2023-11-27, 3227, 5317
11, 2023-11-28, 1384, 5071
11, 2023-11-29, 3098, 11601
11, 2023-11-30, 2381, 12112
11, 2023-12-01, 4224, 6698
11, 2023-12-02, 1698, 5514
11, 2023-12-03, 3722, 12785
12, 2023-12-04, 1758, 6259
12, 2023-12-05, 4523, 13845
12, 2023-12-06, 2402, 8676
12, 2023-12-07, 3497, 7150
12, 2023-12-08, 3674, 12086
12, 2023-12-09, 2178, 7060
12, 2023-12-10, 2039, 3350
12, 2023-12-11, 1873, 3771
12, 2023-12-12, 4418, 6863
12, 2023-12-13, 1799, 5799
12, 2023-12-14, 4640, 10329
12, 2023-12-15, 1500, 7088
12, 2023-12-16, 278, 4495
12, 2023-12-17, 1395, 3660
12, 2023-12-18, 646, 10326
12, 2023-12-19, 2162, 5064
12, 2023-12-20, 4031, 5309
12, 2023-12-21, 2198, 8299
12, 2023-12-22, 1450, 8006
12, 2023-12-23, 3857, 12807
12, 2023-12-24, 4397, 8545
12, 2023-12-25, 2295, 3983
12, 2023-12-26, 4321, 9460
12, 2023-12-27, 2093, 9384
12, 2023-12-28, 2617, 10969
12, 2023-12-29, 1552, 11317
12, 2023-12-30, 3033, 6893
12, 2023-12-31, 1731, 4905
12, 2024-01-01, 559, 4327
12, 2024-01-02, 101, 8691
12, 2024-01-03, 4739, 11307
12, 2024-01-04, 3676, 4381
12, 2024-01-05, 2759, 8410
12, 2024-01-06, 4537, 6702
12, 2024-01-07, 2983, 9797
12, 2024-01-08, 4666, 10259
12, 2024-01-09, 2933, 4252
12, 2024-01-10, 2879, 2914
12, 2024-01-11, 2728, 11603
12, 2024-01-12, 407, 3055
12, 2024-01-13, 4475, 11024
12, 2024-01-14, 3925, 8735
13, 2024-01-15, 134, 4134
13, 2024-01-16, 185, 1321
13, 2024-01-17, 4288, 7199
13, 2024-01-18, 1389, 5361
13, 2024-01-19, 1637, 7344
13, 2024-01-20, 2287, 8322
13, 2024-01-21, 4533, 9827
13, 2024-01-22, 4534, 7432
13, 2024-01-23, 3504, 9468
13, 2024-01-24, 1229, 5333
13, 2024-01-25, 180, 3440
13, 2024-01-26, 1639, 2103
13, 2024-01-27, 4657, 14388
13, 2024-01-28, 3122, 7313
13, 2024-01-29, 199, 9178
13, 2024-01-30, 2820, 9044
13, 2024-01-31, 3185, 5408
13, 2024-02-01, 905, 5337
13, 2024-02-02, 4601, 11130
13, 2024-02-03, 2996, 11295
13, 2024-02-04, 3646, 11447
13, 2024-02-05, 3383, 9415
13, 2024-02-06, 2436, 4910
13, 2024-02-07, 2017, 4911
13, 2024-02-08, 2920, 3630
13, 2024-02-09, 4705, 9710
13, 2024-02-10, 315, 4282
13, 2024-02-11, 1915, 8357
13, 2024-02-12, 3901, 10855
13, 2024-02-13, 2074, 9410
13, 2024-02-14, 2349, 6668
13, 2024-02-15, 987, 4686
13, 2024-02-16, 576, 5377
13, 2024-02-17, 3321, 4773
13, 2024-02-18, 1931, 6352
13, 2024-02-19, 503, 7193
13, 2024-02-20, 1610, 7499
13, 2024-02-21, 1268, 9090
13, 2024-02-22, 4364, 9594
13, 2024-02-23, 3921, 6768
13, 2024-02-24, 3675, 12406
13, 2024-02-25, 4685, 11492
14, 2024-02-26, 1681, 4073
14, 2024-02-27, 1845, 10300
14, 2024-02-28, 799, 3668
14, 2024-02-29, 655, 1439
14, 2024-03-01, 1627, 11391
14, 2024-03-02, 1829, 8507
14, 2024-03-03, 4436, 10420
14, 2024-03-04, 1098, 7250
14, 2024-03-05, 3222, 11182
14, 2024-03-06, 1186, 3159
14, 2024-03-07, 1674, 7858
14, 2024-03-08, 2470, 9618
14, 2024-03-09, 4678, 13643
14, 2024-03-10, 481, 8765
14, 2024-03-11, 2629, 8121
14, 2024-03-12, 2243, 7771
14, 2024-03-13, 4788, 13844
14, 2024-03-14, 1431, 6821
14, 2024-03-15, 4685, 6915
14, 2024-03-16, 4826, 7558
14, 2024-03-17, 4555, 8254
14, 2024-03-18, 2428, 11310
14, 2024-03-19, 3563, 3689
14, 2024-03-20, 2529, 5276
14, 2024-03-21, 4921, 11619
14, 2024-03-22, 1148, 9138
14, 2024-03-23, 3604, 13134
14, 2024-03-24, 1416, 9250
14, 2024-03-25, 1706, 6780
14, 2024-03-26, 3959, 11257
14, 2024-03-27, 2539, 2806
14, 2024-03-28, 1885, 3486
14, 2024-03-29, 1272, 5523
14, 2024-03-30, 3636, 9111
14, 2024-03-31, 4753, 9400
14, 2024-04-01, 2420, 11853
14, 2024-04-02, 2290, 5562
14, 2024-04-03, 2605, 11735
14, 2024-04-04, 2731, 10666
14, 2024-04-05, 2027, 8984
14, 2024-04-06, 2287, 8428
14, 2024-04-07, 3202, 4736
